Headline,Redaccion,Date,Image URL,Link,Comentarios
Chiclayo: bomberos recibieron 200 llamadas con falsas emergencias en Año Nuevo,Redacción EC,01/01/2014 _ 19:25,https://elcomercio.pe/resizer/H8LugMNoc3c8JuWKbaQA99x941U=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/ZKZW363LTJH6JNZDNDKP4GPNHA.jpg,https://elcomercio.pe/lima/chiclayo-bomberos-recibieron-200-llamadas-falsas-emergencias-ano-nuevo-282859-noticia/,La compañía de bomberos de la capital de Lambayeque llamó la atención a los ciudadanos. La mayoría de voluntarios no durmió debido a la ajetreada jornada
Panamericana Sur: malestar de miles de limeños por congestión vehicular,No hay,01/01/2014 _ 19:13,https://elcomercio.pe/resizer/HR6ICp_UgqRKy3KDufN2oYWsn54=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/TXGELBCZRJEGJEDLLEIWLRTMKE.jpg,https://elcomercio.pe/mundo/actualidad/panamericana-sur-malestar-miles-limenos-congestion-vehicular-164640-noticia/,La Policía de Carreteras informó que el tránsito es lento entre el kilómetro 45 y 49 “por el estrechamiento propio de la vía” de sur a norte
Carpayo terminó el 2013 como la playa más contaminada del país,Redacción EC,01/01/2014 _ 19:00,https://elcomercio.pe/resizer/hjhFbM4AT4139TgRanWthRpuyHY=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/J43JIOS5ANEF3P2UAGY3F7IWWY.jpg,https://elcomercio.pe/lima/carpayo-termino-2013-playa-contaminada-pais-282840-noticia/,"Más de 40 toneladas de basura fueron retiradas del balneario del Callao, donde se puede apreciar desechos de construcción"
Cómo robar un Mensajero Sideral y una Utopía,No hay,01/01/2014 _ 18:48,https://elcomercio.pe/resizer/6IHiJQCxIXB1LQ46e2Qmprpvz5E=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/OJPYNJ44BVCRVM7VO4LHZ7GCYM.jpg,https://elcomercio.pe/mundo/actualidad/robar-mensajero-sideral-utopia-164637-noticia/,"Girolamini, una antigua biblioteca en Italia estuvo cerrada al público por años, mientras la despojaban sistemáticamente de valiosos ejemplares"
"Vidal, el rudo volante que fuera del campo es ejemplo de vida",Redacción EC,01/01/2014 _ 18:48,https://elcomercio.pe/resizer/wNvrnIF_pwHraJ07trJu3L4HOiQ=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/DCF4SKFVNFHDDKWTUQ7GOB3ZE4.jpg,https://elcomercio.pe/deporte-total/brasil-2014/vidal-rudo-volante-fuera-campo-ejemplo-vida-294267-noticia/,"El chileno combate contra la enfermedad crónica de su hijo Alonso, quien sufre de diabetes tipo 1"
"El primer día del 2014 para los limeños: sol, arena, playa y mucho caos vehicular [FOTOS]",Redacción EC,01/01/2014 _ 18:39,https://elcomercio.pe/resizer/bnpXU-0C47kmjjUR0-HULqqSY0E=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/DDXFYXW5KNFQVKC45SNJOC7CCM.jpg,https://elcomercio.pe/lima/primer-dia-2014-limenos-sol-arena-playa-caos-vehicular-fotos-282852-noticia/,"Miles aprovecharon el feriado para acudir a los balnearios de Lima, lo que generó congestión como en la vía de la Costa Verde"
"Messi, el jugador de los trajes excéntricos que viste a la moda",No hay,01/01/2014 _ 18:31,https://elcomercio.pe/resizer/9Ted-51yYH05FjkhBLflcA5MO1Q=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/VXE7U5KTZJAXNIIC4VJZCI7XZQ.jpg,https://elcomercio.pe/deporte-total/brasil-2014/messi-jugador-trajes-excentricos-que-viste-moda-noticia-1710059,El argentino est&aacute; acostumbrado a presentarse a las ceremonias del Bal&oacute;n de Oro con grandes fogonazos de glamour
"Messi, el jugador de los trajes excéntricos que viste a la moda",Redacción EC,01/01/2014 _ 18:31,https://elcomercio.pe/resizer/b7Uv8_aPjmPI6Bhsnrs5EN6zwDA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/JO25TJEEHVF3BFFNDNKTW4ZPXM.jpg,https://elcomercio.pe/deporte-total/brasil-2014/messi-jugador-trajes-excentricos-viste-moda-294266-noticia/,El argentino está acostumbrado a presentarse a las ceremonias del Balón de Oro con grandes fogonazos de glamour
¿Cómo los animales ayudan a entender las enfermedades?,No hay,01/01/2014 _ 18:23,https://elcomercio.pe/resizer/PWXBlvI1Y6k-vaMjt-gGhHSXLxs=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/F3YOAJV5KVAUZIMINV3XJEFWJE.jpg,https://elcomercio.pe/mundo/actualidad/animales-ayudan-entender-enfermedades-164636-noticia/,La respuesta a algunos de los misterios más grandes de la ciencia médica biológica podría estar nadando en el mar u oculta bajo la tierra
Mesut Özil y el peor error de su vida: fumar un cigarrillo,Redacción EC,01/01/2014 _ 18:17,https://elcomercio.pe/resizer/KTa3TKZIhUZwPC6XYF1C1YOoNA8=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/4PP2E5B2GBCO3O2EMPHWIK67LU.jpg,https://elcomercio.pe/deporte-total/brasil-2014/mesut-oezil-peor-error-vida-fumar-cigarrillo-294264-noticia/,Se ha tejido una serie de rumores alrededor de una foto en la que apareció el futbolista alemán fumando
Mesut Özil y el peor error de su vida: fumar un cigarrillo,No hay,01/01/2014 _ 18:17,https://elcomercio.pe/resizer/4LaBjSFt7QgXdAJ9_mu6Uawhnj8=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/RRB5D4JZB5ACTCDRX5EQSLEIOI.jpg,https://elcomercio.pe/deporte-total/brasil-2014/mesut-ozil-y-peor-error-su-vida-fumar-cigarrillo-noticia-1710058,Se ha tejido una serie de rumores alrededor de una foto en la que apareci&oacute; el&nbsp;futbolista alem&aacute;n&nbsp;fumando
Elecciones regionales y municipales costarán S/. 101 millones,Redacción EC,01/01/2014 _ 18:10,https://elcomercio.pe/resizer/Y5e_K3h1iGSeS0aYtFurN9HDabs=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QE4BDPAKDBARRNJBGHQKUAKK2A.jpg,https://elcomercio.pe/politica/gobierno/elecciones-regionales-municipales-costaran-s-101-millones-282856-noticia/,"Los comicios de este año se realizarán en las 25 regiones, 195 municipios provinciales y 1,643 distritales"
"Más de 71,000 peruanos dieron su consentimiento para donar órganos",Redacción EC,01/01/2014 _ 17:59,https://elcomercio.pe/resizer/ROxVz3XheB-QEdMt8PIOA1Blh7E=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/MVEQY4H66NC6TNMRENSFOKVJ2Q.jpg,https://elcomercio.pe/lima/71-000-peruanos-dieron-consentimiento-donar-organos-282854-noticia/,Cada vez más personas tienen la voluntad de #donar sus órganos#:http://elcomercio.pe/tag/266359/donacion-de-organos o tejidos en caso de fallecer por muerte cereral
"Ruidíaz renovó con la ‘U’: “Me quedo en el más grande, me quedo en mi casa”",Redacción EC,01/01/2014 _ 17:52,https://elcomercio.pe/resizer/kesWRP9-SR2b7F5KAq42Gad5mR4=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/SF5JS4TOMVBWNLXQW3S24CAZHM.jpg,https://elcomercio.pe/deporte-total/futbol-peruano/ruidiaz-renovo-u-me-quedo-grande-me-quedo-mi-casa-282848-noticia/,"La ‘Pulga’ confirmó que seguirá con la crema. “El sentimiento puede más que cualquier cosa. Te amo Universitario”, publicó en Twitter"
Arctic Monkeys: la banda más escuchada en el Reino Unido vía streaming,No hay,01/01/2014 _ 17:39,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/luces/musica/arctic-monkeys-banda-escuchada-reino-unido-via-streaming-164635-noticia/,Banda inglesa lideró la lista de escuchas sin descarga en el año 2013. También destacaron Daft Punk y Macklemore & Ryan Lewis
Sudán del Sur: ya son 180 mil los desplazados por conflictos políticos,No hay,01/01/2014 _ 17:17,https://elcomercio.pe/resizer/aV56Pw3zu7mDdAhmIpukmxqKzaU=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/3OBJRIEASNDSXPQJS3PU7UQWJ4.jpg,https://elcomercio.pe/mundo/actualidad/sudan-sur-son-180-mil-desplazados-conflictos-politicos-164632-noticia/,El Alto Comisionado de la ONU para los Refugiados (ACNUR) también reportó que al menos una 10 mil personas han cruzado las fronteras del país
Paolo Guerrero celebra 30 años y Corinthians saluda a su goleador,Redacción EC,01/01/2014 _ 17:07,https://elcomercio.pe/resizer/2Z91UVzHrwkkl16e8tTnzii6GXA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QX6A4B4UTVHMJFJ4G3FS4AZUCU.jpg,https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/paolo-guerrero-celebra-30-anos-corinthians-saluda-goleador-282841-noticia/,"El ‘Depredador’ “ha puesto su nombre en la historia centenaria del club”, apuntó el ‘Timao’ en su página oficial. Suma 26 goles en año y medio"
"Cristiano Ronaldo, LeBron James, Wozniacki y otros famosos del deporte celebraron así la llegada del 2014 [FOTOS]",Redacción EC,01/01/2014 _ 16:52,https://elcomercio.pe/resizer/uIv1y3s_UXN8drTz54G8iBidCrA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/YHISNMUEHBCK7JTTWIJIGZACZQ.jpg,https://elcomercio.pe/deporte-total/polideportivo/cristiano-ronaldo-lebron-james-wozniacki-otros-famosos-deporte-celebraron-llegada-2014-fotos-282837-noticia/,Las estrella del Real Madrid y el ‘King’ de la NBA compartieron sus imágenes en redes sociales. La bella tenista danesa anunció su compromiso. Mauro Icardi y Wanda Nara también se lucieron
En mensaje de Año Nuevo Kim Jong-un llama escoria a su tío ejecutado,No hay,01/01/2014 _ 16:37,https://elcomercio.pe/resizer/AXb4mZ5RDUEUxRkBg3S4iv8jMjg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/FHZ5NKQVXJDFXPAZ7EJZH5WIAE.jpg,https://elcomercio.pe/mundo/actualidad/mensaje-ano-nuevo-kim-jong-llama-escoria-tio-ejecutado-164634-noticia/,"El presidente norcoreano aseguró que la unidad política estaba 100 veces mejor luego de la ‘purga’, en alusión a la ejecución de Chang Song-thaek"
Pucusana: 129 kilos de droga halló la Policía en un camión que iba a Lurín,Redacción EC,01/01/2014 _ 16:20,https://elcomercio.pe/resizer/zuSpHKwZWu8ITt8cDX4R7jgdi5E=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/DPSQL6Q3EFC47BWJBWTAETRBLU.jpg,https://elcomercio.pe/lima/pucusana-129-kilos-droga-hallo-policia-camion-iba-lurin-282838-noticia/,Cargamento ilegal estaba en vehículo de placa boliviana. El chofer también es del país altiplánico
El primer bebe 2014 de Lima tendrá como madrina a la ministra Ana Jara,Redacción EC,01/01/2014 _ 16:13,https://elcomercio.pe/resizer/L_7rCi6KHJKPCfiHldYea-QfWmQ=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/L7VJJLT5Q5DZ7KKQBBPLRM7RA4.jpg,https://elcomercio.pe/lima/primer-bebe-2014-lima-tendra-madrina-ministra-ana-jara-282836-noticia/,La titular de la Mujer consideró que el nacimiento del niño “es una señal de felicidad para los peruanos”
Así recibieron el 2014 las figuras del espectáculo peruano [FOTOS],Redacción EC,01/01/2014 _ 16:10,https://elcomercio.pe/resizer/ihdGgbthGmXUX_cdo5wGy114G50=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/YEDJUT65ZBA77BWY3PUPOWKYIQ.jpg,https://elcomercio.pe/tvmas/series/recibieron-2014-figuras-espectaculo-peruano-fotos-282825-noticia/,"Tatiana Astengo, Michelle Soifer, Nicola Porcella y Karen Schwarz fueron algunas de las figuras que compartieron imágenes de su fiesta de fin de año"
¿En qué se parecen las computadoras a las sillas?,Redacción EC,01/01/2014 _ 16:03,https://elcomercio.pe/resizer/DoBJaCKQ4j-1V-WlNTSoYY4gs04=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/RA3AHPT7VVFNJGJ3CBK74MNNUU.jpg,https://elcomercio.pe/tecnologia/actualidad/parecen-computadoras-sillas-375500-noticia/,"Las computadoras son alta tecnología, ¿cierto? Tal vez los niños lo duden. Como con otros inventos, los artilugios digitales pasarán desapercibidos"
Gran congestión vehicular en la Costa Verde por limeños que acuden a la playa [VIDEO],Redacción EC,01/01/2014 _ 15:53,https://elcomercio.pe/resizer/km55rBYWRFcLkbbepkyW8U0ffUg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/QUDHV76HGZEQBNU6PRJOHQX2PM.jpg,https://elcomercio.pe/lima/gran-congestion-vehicular-costa-verde-limenos-acuden-playa-video-282843-noticia/,Miles de personas coparon la vía rápida entre Miraflores y Chorrillos. La playa más concurrida es Agua Dulce
Snapchat en la mira: filtraron datos de millones de usuarios de esta app,Redacción EC,01/01/2014 _ 15:53,https://elcomercio.pe/resizer/_8vhXz2xsSPc5ulCVK-s4HqUtMg=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/XYF7Z5UD3RHMRIPBXWV54F5BFU.jpg,https://elcomercio.pe/tecnologia/actualidad/snapchat-mira-filtraron-datos-millones-usuarios-app-375499-noticia/,"El sitio “SnapchatDB” difundió los datos de 4,6 millones de usuarios de la aplicación de mensajería en Estados Unidos y Canadá"
Transparencia: 2014 debe ser una oportunidad para que partidos grandes vuelvan a regiones,Redacción EC,01/01/2014 _ 15:45,https://elcomercio.pe/resizer/DcrHCydUJu2PrkohGHcev1FhiXY=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/KOPREDEHZ5C5DLUBZBPQXSUZ4I.jpg,https://elcomercio.pe/politica/gobierno/transparencia-2014-debe-oportunidad-partidos-grandes-vuelvan-regiones-282834-noticia/,"“Cuando los partidos dejan espacios en las regiones se los dan a movimientos poco estructurados”, alerta su secretario general Gerardo Távara"
Estos son los sucesos económicos que marcaron al país en el 2013,No hay,01/01/2014 _ 15:40,https://elcomercio.pe/resizer/kIWqLfRvX0qMOeG5HMTqMesjsHA=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/JY37YXX7VBHQRMLWQHCPMEVIJA.jpg,https://elcomercio.pe/economia/peru/son-sucesos-economicos-marcaron-pais-2013-164608-noticia/,"La caída en las exportaciones, el proyecto Toromocho y la modernización de la refinería de Talara fueron algunos de los eventos económicos más importante a nivel local"
Feliz Año Nuevo: estos son los propósitos de nuestros lectores para el 2014,Redacción EC,01/01/2014 _ 15:25,https://elcomercio.pe/resizer/Q43vhYOHy38kcJ7j2llS5QENCZM=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/PEMXAH4JLRF2DD4JYH44LF2VUM.jpg,https://elcomercio.pe/tecnologia/actualidad/feliz-ano-nuevo-son-propositos-lectores-2014-375493-noticia/,"A través de nuestra aplicación en Facebook, los usuarios compartieron sus intenciones y buenos deseos para este año"
El primer bebe del 2014 en Arequipa se llama Sneider Bernal Sánchez,No hay,01/01/2014 _ 15:23,https://elcomercio.pe/resizer/x0buJ2XsaTuoGr6C3vrRRFtAJYs=/234x161/smart/filters:format(jpeg):quality(75)/arc-anglerfish-arc2-prod-elcomercio.s3.amazonaws.com/public/WLI664YUBVD45BUOE7HFQDK4AY.jpg,https://elcomercio.pe/mundo/actualidad/primer-bebe-2014-arequipa-llama-sneider-bernal-sanchez-164633-noticia/,El pequeño nació con un peso de más de tres kilos en el Hospital Honorio Delgado Espinoza
